strategy,arm_dd,fast_ma,full_ma,starter_w,exit_ma,exit_slope_lb,exit_dd,CAGR,MDD,Calmar,Final,MaxUnderwaterDays,DotCom_Return,DotCom_MDD,GFC_Return,GFC_MDD,COVID_Return,COVID_MDD,2022_Bear_Return,2022_Bear_MDD,Actual_TQQQ_Era_Return,Actual_TQQQ_Era_MDD,ActualEra_CAGR,ActualEra_MDD,InvestedDayPct,AvgWeight,TradeCount,Cycle22_TroughDate,Cycle22_TroughPx,Cycle22_PeakDate,Cycle22_PeakPx,Cycle22_TheoreticalMult,Cycle22_PortfolioMult,Cycle22_Capture,Cycle22_First25Date,Cycle22_First75Date,Cycle22_WeightAtPeak,Cycle22_MaxWeight,Cycle22_ExitCountBeforePeak,Roll3y_CAGR_P10,Roll3y_CAGR_Median,Roll3y_WorstMDD,Roll5y_CAGR_P10,Roll5y_CAGR_Median,Roll5y_WorstMDD
BH_A25_F80_M120_W35_X100S40D20,-0.25,80,120,0.35,100,40,-0.2,0.2976300019493747,-0.5960664019195403,0.4993235669564717,1207.4145311792215,753,-0.26135072458041686,-0.41360878676346124,-0.29419244315489235,-0.5643134086518345,1.1938242172670086,-0.14723087963306436,-0.35307256451363367,-0.549960507345778,305.54099160916746,-0.5960664019195403,0.42054329060032325,-0.5960664019195403,0.7450379451255108,0.7331719801676374,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153328,0.6153667301204377,2023-02-03,2023-03-20,1.0,1.0,0,0.016221318029440213,0.2881297948818631,-0.5960664019195403,0.10788169057547803,0.27213807236518117,-0.5960664019195403
BH_A25_F60_M120_W35_X200S10D15,-0.25,60,120,0.35,200,10,-0.15,0.14941070008731994,-0.5499605073457781,0.2716753259400508,44.37575828903418,2040,-0.3794294712711067,-0.42953788101622015,0.1847102629154831,-0.1779668161560598,0.9032933212481495,-0.14723087963306436,-0.40309726252213207,-0.5499605073457781,17.275123651664266,-0.5499605073457781,0.1950020359364404,-0.5499605073457781,0.38528896672504376,0.37380861271466825,93,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,1.1907288341622138,0.01861983256372565,2023-01-25,,0.0,0.3500612607206261,1,-0.07370102428301652,0.11911011389151849,-0.5499605073457781,0.010505138297651217,0.18227705210778455,-0.5499605073457781
BH_A25_F60_M100_W100_X120S40D20,-0.25,60,100,1.0,120,40,-0.2,0.2706975907115199,-0.6228450738253394,0.43461464509781117,681.9715406464663,1140,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.9277666407707252,-0.14723087963306436,-0.36866174447644795,-0.5897763939426199,261.87405762167936,-0.5897763939426199,0.4072212415818153,-0.5897763939426199,0.7463514302393461,0.7463514302393461,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962006,0.7319147958398969,2023-01-25,2023-01-25,1.0,1.0,0,-0.0020469612204848772,0.2730197972591284,-0.6228450738253394,0.03428948159176413,0.28092901297407424,-0.6228450738253394
BH_A25_F60_M120_W100_X120S40D20,-0.25,60,120,1.0,120,40,-0.2,0.2706975907115199,-0.6228450738253394,0.43461464509781117,681.9715406464663,1140,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.9277666407707252,-0.14723087963306436,-0.36866174447644795,-0.5897763939426199,261.87405762167936,-0.5897763939426199,0.4072212415818153,-0.5897763939426199,0.7463514302393461,0.7463514302393461,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962006,0.7319147958398969,2023-01-25,2023-01-25,1.0,1.0,0,-0.0020469612204848772,0.2730197972591284,-0.6228450738253394,0.03428948159176413,0.28092901297407424,-0.6228450738253394
BH_A25_F60_M150_W100_X120S40D20,-0.25,60,150,1.0,120,40,-0.2,0.2706975907115199,-0.6228450738253394,0.43461464509781117,681.9715406464663,1140,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.9277666407707252,-0.14723087963306436,-0.36866174447644795,-0.5897763939426199,261.87405762167936,-0.5897763939426199,0.4072212415818153,-0.5897763939426199,0.7463514302393461,0.7463514302393461,17,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962006,0.7319147958398969,2023-01-25,2023-01-25,1.0,1.0,0,-0.0020469612204848772,0.2730197972591284,-0.6228450738253394,0.03428948159176413,0.28092901297407424,-0.6228450738253394
BH_A30_F60_M100_W100_X120S40D20,-0.3,60,100,1.0,120,40,-0.2,0.23711540329540193,-0.6414053536754106,0.3696810479311909,328.81315428473886,1987,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.0018368852408512382,0.0,0.1369354458349601,-0.22408021225115837,125.74494889372691,-0.6414053536754106,0.3456661444079241,-0.6414053536754106,0.6805312317571512,0.6805312317571512,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0000000000000002,0,-0.0963103136077099,0.25059319293316085,-0.6228450738253394,-0.0012826816176972897,0.2228915880566391,-0.6414053536754106
BH_A30_F60_M120_W100_X120S40D20,-0.3,60,120,1.0,120,40,-0.2,0.23711540329540193,-0.6414053536754106,0.3696810479311909,328.81315428473886,1987,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.0018368852408512382,0.0,0.1369354458349601,-0.22408021225115837,125.74494889372691,-0.6414053536754106,0.3456661444079241,-0.6414053536754106,0.6805312317571512,0.6805312317571512,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0000000000000002,0,-0.0963103136077099,0.25059319293316085,-0.6228450738253394,-0.0012826816176972897,0.2228915880566391,-0.6414053536754106
BH_A30_F60_M150_W100_X120S40D20,-0.3,60,150,1.0,120,40,-0.2,0.23711540329540193,-0.6414053536754106,0.3696810479311909,328.81315428473886,1987,-0.5520468229411096,-0.6228450738253394,-0.23344619930285226,-0.5645312519475085,0.0018368852408512382,0.0,0.1369354458349601,-0.22408021225115837,125.74494889372691,-0.6414053536754106,0.3456661444079241,-0.6414053536754106,0.6805312317571512,0.6805312317571512,15,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,8.497234748962004,0.7319147958398967,2023-01-25,2023-01-25,1.0,1.0000000000000002,0,-0.0963103136077099,0.25059319293316085,-0.6228450738253394,-0.0012826816176972897,0.2228915880566391,-0.6414053536754106
BH_A30_F60_M100_W35_X120S40D20,-0.3,60,100,0.35,120,40,-0.2,0.25184758063938584,-0.6293474610951066,0.40017255364970283,453.92028346265636,1972,-0.3671833806685416,-0.473853167221418,-0.27528939833276467,-0.5645312519475085,0.0018368852408516823,0.0,0.17516536816405215,-0.1792991903705956,130.00679996852884,-0.6293474610951066,0.34839762211755376,-0.6293474610951066,0.6805312317571512,0.6716429863132769,18,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8078286017426395,0.6646117732737844,2023-01-25,2023-02-16,1.0,1.0,0,-0.04007209962009903,0.2403681706761951,-0.5810372490267552,0.020111386075160772,0.21620961027213847,-0.6293474610951066
BH_A30_F60_M100_W35_X150S20D20,-0.3,60,100,0.35,150,20,-0.2,0.22754805139965661,-0.6406367688331958,0.35519043312811144,266.1428782595034,1972,-0.5814851332159497,-0.6150859183397831,-0.2979571913307173,-0.5687068946141483,0.00183688524085035,0.0,0.1751653681640526,-0.17929919037059572,130.0067999685284,-0.6293474610951079,0.34839762211755354,-0.6293474610951079,0.6768826619964974,0.6658944980950687,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.8078286017426395,0.6646117732737844,2023-01-25,2023-02-16,1.0,1.0000000000000002,0,-0.06769780883060092,0.21445452262791997,-0.6406367688331958,-0.016716146361333825,0.20204703342289743,-0.6406367688331958
BH_A25_F60_M100_W35_X150S40D15,-0.25,60,100,0.35,150,40,-0.15,0.20980499733009594,-0.6800173875261831,0.3085288717297948,179.01677933080856,3243,-0.6273478508141199,-0.6572665126933177,0.4003738278426425,-0.16819527136318269,0.9032933212481484,-0.14723087963306436,-0.30033002109349216,-0.5453766039266863,113.92558862439907,-0.5804007047324976,0.33761356099937334,-0.5804007047324976,0.5089025102159953,0.4979198788268172,50,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.807828601742639,0.6646117732737844,2023-01-25,2023-02-16,1.0,1.0,0,-0.10093777731218012,0.26458859813147617,-0.6800173875261831,-0.05552159348025765,0.2185980296458514,-0.6800173875261831
BH_A30_F60_M100_W35_X150S40D15,-0.3,60,100,0.35,150,40,-0.15,0.1754201922819365,-0.6800173875261831,0.2579642748843421,81.6262063109519,3243,-0.6273478508141199,-0.6572665126933177,0.4003738278426425,-0.16819527136318269,0.0018368852408512382,0.0,0.17644368971706714,-0.1792991903705956,51.402572778541426,-0.5804007047324975,0.27473216196687833,-0.5804007047324975,0.44366608289550497,0.4327783053795433,47,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.807828601742639,0.6646117732737844,2023-01-25,2023-02-16,1.0,1.0000000000000002,0,-0.10093777731218012,0.04014337888955488,-0.6800173875261831,-0.05951494389530969,0.1697051498956681,-0.6800173875261831
BH_A20_F80_M120_W35_X150S40D20,-0.2,80,120,0.35,150,40,-0.2,0.30164112363341977,-0.6992207245312605,0.43139614294989925,1313.3001869087968,1098,-0.4068444152228383,-0.44824487463735996,-0.48459976253279324,-0.6631574675654568,0.6475388370201061,-0.6992207245312605,-0.35307256451363433,-0.5499605073457781,726.5234131544502,-0.6992207245312605,0.4978519331380451,-0.6992207245312605,0.7987448920023351,0.7818329978934515,36,2022-12-28,7.757497787475586,2026-06-02,87.22000122070312,11.243316287053162,7.303396049153325,0.6153667301204375,2023-02-03,2023-03-20,1.0,1.0000000000000002,0,-0.01292231697501886,0.3540505925289268,-0.6992207245312605,0.03810679268319666,0.3532519390021154,-0.6992207245312605
